CustomerID,Gender,SeniorCitizen,Tenure_Months,ContractType,MonthlyCharges,InternetService,TechSupport,PaymentMethod,TotalCharges,Churn
CUST13670,Female,0,52,Month-to-Month,129.68,No,No,Credit Card,6743.36,No
CUST13671,Female,1,44,Month-to-Month,28.1,Fiber Optic,Yes,Bank Transfer,1236.4,No
CUST13672,Male,0,64,Month-to-Month,34.82,DSL,No,Credit Card,2228.48,No
CUST13673,Female,0,13,Month-to-Month,94.41,DSL,Yes,Bank Transfer,1227.33,No
CUST13674,Male,0,28,One Year,83.76,DSL,No,Credit Card,2345.28,No
CUST13675,Male,0,1,Month-to-Month,76.55,Fiber Optic,No,Bank Transfer,76.55,Yes
CUST13676,Female,1,43,One Year,62.49,Fiber Optic,Yes,Electronic Check,2687.07,No
CUST13677,Female,0,42,Month-to-Month,74.66,Fiber Optic,No,Credit Card,3135.72,No
CUST13678,Male,0,50,One Year,20.0,No,Yes,Electronic Check,1000.0,No
CUST13679,Male,0,60,Month-to-Month,34.01,DSL,No,Credit Card,2040.6,Yes
CUST13680,Male,0,1,One Year,66.64,Fiber Optic,No,Credit Card,66.64,Yes
CUST13681,Female,0,51,Month-to-Month,20.0,Fiber Optic,No,Credit Card,1020.0,Yes
CUST13682,Male,0,16,Month-to-Month,65.79,DSL,No,Credit Card,1052.64,No
CUST13683,Female,0,39,Month-to-Month,69.49,DSL,Yes,Credit Card,2710.11,Yes
CUST13684,Female,0,15,Month-to-Month,47.88,Fiber Optic,No,Credit Card,718.2,Yes
CUST13685,Female,1,33,Month-to-Month,49.64,DSL,No,Mailed Check,1638.12,No
CUST13686,Male,0,53,Month-to-Month,38.63,No,Yes,Credit Card,2047.39,No
CUST13687,Female,0,17,Two Year,55.47,DSL,No,Bank Transfer,942.99,No
CUST13688,Female,0,6,Month-to-Month,80.8,DSL,No,Credit Card,484.8,No
CUST13689,Female,0,31,One Year,82.88,DSL,Yes,Electronic Check,2569.28,No
CUST13690,Female,0,69,Month-to-Month,100.74,Fiber Optic,No,Bank Transfer,6951.06,No
CUST13691,Female,0,40,Month-to-Month,65.29,DSL,No,Bank Transfer,2611.6,Yes
CUST13692,Male,0,30,One Year,83.71,Fiber Optic,No,Bank Transfer,2511.3,Yes
CUST13693,Female,0,69,Two Year,26.46,DSL,Yes,Mailed Check,1825.74,No
CUST13694,Female,0,7,Month-to-Month,76.24,DSL,No,Credit Card,533.68,No
CUST13695,Male,0,13,Two Year,63.32,DSL,No,Electronic Check,823.16,No
CUST13696,Female,0,4,Month-to-Month,84.98,DSL,Yes,Electronic Check,339.92,Yes
CUST13697,Male,0,50,One Year,61.53,Fiber Optic,Yes,Electronic Check,3076.5,No
CUST13698,Female,1,3,Month-to-Month,58.71,Fiber Optic,No,Mailed Check,176.13,Yes
CUST13699,Male,1,12,Month-to-Month,45.3,DSL,No,Mailed Check,543.6,No
CUST13700,Male,0,65,Month-to-Month,100.23,DSL,No,Mailed Check,6514.95,Yes
CUST13701,Female,0,27,Month-to-Month,51.6,No,No,Credit Card,1393.2,Yes
CUST13702,Female,0,50,Month-to-Month,125.93,Fiber Optic,No,Mailed Check,6296.5,Yes
CUST13703,Female,0,17,Month-to-Month,30.66,Fiber Optic,No,Electronic Check,521.22,Yes
CUST13704,Male,1,32,One Year,105.14,DSL,No,Mailed Check,3364.48,No
CUST13705,Male,0,51,Month-to-Month,20.0,DSL,Yes,Electronic Check,1020.0,No
CUST13706,Male,0,17,Month-to-Month,64.92,Fiber Optic,Yes,Bank Transfer,1103.64,Yes
CUST13707,Female,0,34,Month-to-Month,52.36,DSL,No,Electronic Check,1780.24,No
CUST13708,Male,0,35,One Year,83.18,Fiber Optic,No,Bank Transfer,2911.3,No
CUST13709,Male,0,24,One Year,94.5,DSL,No,Credit Card,2268.0,No
CUST13710,Female,0,54,Month-to-Month,128.03,DSL,No,Mailed Check,6913.62,Yes
CUST13711,Male,0,18,Month-to-Month,54.04,DSL,Yes,Credit Card,972.72,No
CUST13712,Male,0,50,Month-to-Month,47.91,Fiber Optic,Yes,Credit Card,2395.5,Yes
CUST13713,Female,0,46,Two Year,96.47,Fiber Optic,No,Credit Card,4437.62,No
CUST13714,Male,0,48,One Year,65.92,DSL,Yes,Bank Transfer,3164.16,No
CUST13715,Female,0,33,Month-to-Month,50.94,DSL,No,Mailed Check,1681.02,No
CUST13716,Female,0,27,One Year,56.64,Fiber Optic,No,Credit Card,1529.28,Yes
CUST13717,Female,0,1,Month-to-Month,48.68,DSL,Yes,Credit Card,48.68,Yes
CUST13718,Female,1,59,Month-to-Month,20.0,Fiber Optic,Yes,Electronic Check,1180.0,Yes
CUST13719,Female,1,10,Two Year,116.89,Fiber Optic,No,Electronic Check,1168.9,Yes
CUST13720,Male,1,25,Two Year,84.65,DSL,No,Mailed Check,2116.25,No
CUST13721,Male,0,57,One Year,21.68,DSL,No,Electronic Check,1235.76,No
CUST13722,Female,0,66,Month-to-Month,114.99,Fiber Optic,No,Bank Transfer,7589.34,Yes
CUST13723,Female,0,15,Month-to-Month,75.31,DSL,No,Bank Transfer,1129.65,Yes
CUST13724,Male,1,28,Two Year,63.65,DSL,No,Bank Transfer,1782.2,No
CUST13725,Female,1,13,One Year,85.89,DSL,No,Credit Card,1116.57,No
CUST13726,Female,1,14,Month-to-Month,56.94,No,No,Mailed Check,797.16,Yes
CUST13727,Female,0,66,Month-to-Month,30.53,No,No,Bank Transfer,2014.98,No
CUST13728,Male,1,34,Two Year,53.83,Fiber Optic,No,Bank Transfer,1830.22,No
CUST13729,Male,0,25,Two Year,67.81,DSL,No,Bank Transfer,1695.25,No
CUST13730,Female,0,54,One Year,43.0,Fiber Optic,No,Bank Transfer,2322.0,Yes
CUST13731,Female,0,12,One Year,85.26,DSL,No,Bank Transfer,1023.12,No
CUST13732,Male,0,9,Month-to-Month,108.39,DSL,Yes,Bank Transfer,975.51,No
CUST13733,Male,0,31,One Year,59.04,Fiber Optic,Yes,Mailed Check,1830.24,No
CUST13734,Female,0,53,One Year,20.0,Fiber Optic,No,Bank Transfer,1060.0,Yes
CUST13735,Female,0,43,Month-to-Month,65.02,DSL,No,Mailed Check,2795.86,No
CUST13736,Male,0,38,One Year,44.49,No,No,Mailed Check,1690.62,No
CUST13737,Male,1,42,Two Year,63.57,DSL,No,Mailed Check,2669.94,No
CUST13738,Male,0,48,Month-to-Month,63.18,Fiber Optic,No,Bank Transfer,3032.64,Yes
CUST13739,Female,0,67,One Year,44.16,Fiber Optic,No,Bank Transfer,2958.72,Yes
CUST13740,Male,0,66,One Year,28.98,DSL,Yes,Mailed Check,1912.68,No
CUST13741,Female,1,16,Month-to-Month,70.37,DSL,No,Mailed Check,1125.92,Yes
CUST13742,Male,0,16,One Year,46.96,DSL,No,Bank Transfer,751.36,Yes
CUST13743,Male,0,31,Month-to-Month,122.31,No,No,Electronic Check,3791.61,Yes
CUST13744,Male,0,58,One Year,77.39,Fiber Optic,Yes,Electronic Check,4488.62,Yes
CUST13745,Male,0,28,Month-to-Month,47.99,DSL,No,Electronic Check,1343.72,Yes
CUST13746,Female,0,4,One Year,55.78,Fiber Optic,Yes,Bank Transfer,223.12,No
CUST13747,Female,1,10,Month-to-Month,65.46,Fiber Optic,No,Mailed Check,654.6,Yes
CUST13748,Male,0,51,Month-to-Month,72.94,DSL,Yes,Electronic Check,3719.94,Yes
CUST13749,Female,0,18,Month-to-Month,88.49,Fiber Optic,No,Credit Card,1592.82,Yes
CUST13750,Male,1,47,Month-to-Month,104.35,Fiber Optic,No,Credit Card,4904.45,Yes
CUST13751,Male,1,32,Month-to-Month,67.87,DSL,No,Mailed Check,2171.84,Yes
CUST13752,Male,0,30,Month-to-Month,83.66,Fiber Optic,Yes,Credit Card,2509.8,No
CUST13753,Male,1,36,One Year,82.79,DSL,No,Bank Transfer,2980.44,No
CUST13754,Female,0,9,Two Year,72.96,Fiber Optic,Yes,Credit Card,656.64,Yes
CUST13755,Male,0,36,Two Year,63.77,DSL,No,Mailed Check,2295.72,Yes
CUST13756,Male,0,29,Two Year,74.25,DSL,Yes,Electronic Check,2153.25,No
CUST13757,Female,0,16,One Year,50.4,No,No,Bank Transfer,806.4,Yes
CUST13758,Male,0,21,Month-to-Month,35.97,Fiber Optic,No,Mailed Check,755.37,Yes
CUST13759,Male,0,64,One Year,113.32,DSL,Yes,Bank Transfer,7252.48,No
CUST13760,Male,0,66,One Year,76.47,Fiber Optic,No,Electronic Check,5047.02,Yes
CUST13761,Female,0,59,Month-to-Month,78.2,No,No,Electronic Check,4613.8,Yes
CUST13762,Male,0,28,One Year,63.5,DSL,Yes,Electronic Check,1778.0,No
CUST13763,Female,0,55,Month-to-Month,84.95,Fiber Optic,No,Bank Transfer,4672.25,Yes
CUST13764,Male,0,31,Two Year,64.6,Fiber Optic,No,Credit Card,2002.6,No
CUST13765,Male,0,33,One Year,24.49,Fiber Optic,No,Bank Transfer,808.17,No
CUST13766,Female,0,60,Two Year,53.96,Fiber Optic,No,Electronic Check,3237.6,No
CUST13767,Male,0,41,Month-to-Month,87.93,Fiber Optic,Yes,Bank Transfer,3605.13,No
CUST13768,Male,0,46,Month-to-Month,52.19,No,No,Bank Transfer,2400.74,Yes
CUST13769,Female,0,49,Two Year,20.0,No,No,Credit Card,980.0,No
CUST13770,Female,0,65,Month-to-Month,61.2,DSL,Yes,Electronic Check,3978.0,No
CUST13771,Female,1,42,Month-to-Month,20.0,No,Yes,Credit Card,840.0,No
CUST13772,Female,0,23,One Year,60.75,DSL,No,Electronic Check,1397.25,No
CUST13773,Female,0,27,Two Year,105.56,Fiber Optic,No,Mailed Check,2850.12,No
CUST13774,Male,0,32,Month-to-Month,31.85,Fiber Optic,Yes,Electronic Check,1019.2,Yes
CUST13775,Female,1,3,Month-to-Month,89.44,Fiber Optic,Yes,Bank Transfer,268.32,Yes
CUST13776,Male,0,60,Month-to-Month,121.44,DSL,Yes,Mailed Check,7286.4,Yes
CUST13777,Male,0,17,Month-to-Month,108.19,No,No,Bank Transfer,1839.23,Yes
CUST13778,Male,0,32,Month-to-Month,63.17,DSL,Yes,Mailed Check,2021.44,Yes
CUST13779,Female,0,7,Two Year,42.54,DSL,No,Bank Transfer,297.78,Yes
CUST13780,Female,0,71,One Year,75.25,Fiber Optic,Yes,Mailed Check,5342.75,No
CUST13781,Male,0,69,Two Year,75.66,DSL,No,Mailed Check,5220.54,Yes
CUST13782,Female,0,58,Month-to-Month,97.65,Fiber Optic,Yes,Bank Transfer,5663.7,Yes
CUST13783,Female,0,40,One Year,71.54,DSL,No,Mailed Check,2861.6,Yes
CUST13784,Female,0,48,Two Year,82.08,No,No,Bank Transfer,3939.84,No
CUST13785,Female,0,51,One Year,42.73,No,No,Credit Card,2179.23,No
CUST13786,Male,0,57,Month-to-Month,92.19,Fiber Optic,Yes,Bank Transfer,5254.83,Yes
CUST13787,Male,0,71,Two Year,31.72,Fiber Optic,No,Credit Card,2252.12,No
CUST13788,Female,1,37,Month-to-Month,51.17,Fiber Optic,Yes,Mailed Check,1893.29,No
CUST13789,Male,1,55,One Year,88.03,DSL,Yes,Electronic Check,4841.65,No
CUST13790,Female,0,41,Month-to-Month,108.73,DSL,Yes,Credit Card,4457.93,No
CUST13791,Female,0,20,One Year,90.52,No,No,Electronic Check,1810.4,No
CUST13792,Male,0,33,Two Year,69.03,Fiber Optic,Yes,Electronic Check,2277.99,Yes
CUST13793,Male,0,40,Month-to-Month,69.31,Fiber Optic,No,Bank Transfer,2772.4,No
CUST13794,Male,0,34,Month-to-Month,42.76,Fiber Optic,Yes,Bank Transfer,1453.84,Yes
CUST13795,Female,1,62,Month-to-Month,58.92,DSL,No,Electronic Check,3653.04,Yes
CUST13796,Male,0,19,Month-to-Month,20.0,DSL,No,Bank Transfer,380.0,Yes
CUST13797,Female,0,43,Month-to-Month,119.77,DSL,No,Electronic Check,5150.11,Yes
CUST13798,Male,0,69,One Year,136.49,No,No,Bank Transfer,9417.81,No
CUST13799,Male,0,63,Month-to-Month,20.0,Fiber Optic,No,Bank Transfer,1260.0,Yes
CUST13800,Female,0,10,Month-to-Month,26.97,Fiber Optic,No,Bank Transfer,269.7,Yes
CUST13801,Female,0,13,Month-to-Month,110.87,Fiber Optic,No,Electronic Check,1441.31,Yes
CUST13802,Female,0,5,Month-to-Month,46.46,DSL,No,Mailed Check,232.3,Yes
CUST13803,Female,1,58,One Year,111.55,DSL,Yes,Bank Transfer,6469.9,No
CUST13804,Female,0,59,One Year,92.62,DSL,No,Bank Transfer,5464.58,Yes
CUST13805,Female,1,59,Two Year,60.37,DSL,No,Electronic Check,3561.83,No
CUST13806,Female,0,15,Month-to-Month,98.34,DSL,No,Credit Card,1475.1,No
CUST13807,Female,0,1,Month-to-Month,68.9,DSL,No,Electronic Check,68.9,Yes
CUST13808,Male,0,38,Month-to-Month,68.38,No,Yes,Bank Transfer,2598.44,Yes
CUST13809,Female,0,53,Month-to-Month,85.86,Fiber Optic,No,Bank Transfer,4550.58,No
CUST13810,Female,1,52,Month-to-Month,93.76,DSL,No,Mailed Check,4875.52,Yes
CUST13811,Male,0,1,One Year,100.07,Fiber Optic,Yes,Bank Transfer,100.07,No
CUST13812,Female,0,11,Month-to-Month,140.65,DSL,No,Credit Card,1547.15,Yes
CUST13813,Male,0,58,Month-to-Month,80.94,Fiber Optic,No,Bank Transfer,4694.52,Yes
CUST13814,Male,0,40,One Year,108.79,DSL,No,Bank Transfer,4351.6,Yes
CUST13815,Female,1,60,One Year,107.95,No,No,Mailed Check,6477.0,No
CUST13816,Male,0,44,Month-to-Month,90.55,DSL,No,Credit Card,3984.2,No
CUST13817,Female,0,6,One Year,54.17,Fiber Optic,No,Credit Card,325.02,Yes
CUST13818,Male,0,28,Two Year,102.91,Fiber Optic,No,Bank Transfer,2881.48,Yes
CUST13819,Male,1,31,Month-to-Month,83.38,Fiber Optic,No,Credit Card,2584.78,Yes
CUST13820,Male,0,8,Month-to-Month,31.34,No,Yes,Mailed Check,250.72,No
CUST13821,Female,0,5,Month-to-Month,100.41,DSL,No,Electronic Check,502.05,Yes
CUST13822,Female,0,54,One Year,21.21,DSL,No,Bank Transfer,1145.34,No
CUST13823,Male,0,17,Month-to-Month,89.43,DSL,No,Bank Transfer,1520.31,Yes
CUST13824,Male,0,38,Two Year,53.44,Fiber Optic,No,Credit Card,2030.72,Yes
CUST13825,Female,0,9,One Year,74.9,DSL,No,Bank Transfer,674.1,No
CUST13826,Female,0,14,Month-to-Month,28.18,DSL,Yes,Bank Transfer,394.52,No
CUST13827,Male,0,26,Month-to-Month,48.28,Fiber Optic,No,Mailed Check,1255.28,Yes
CUST13828,Male,0,62,Month-to-Month,54.3,Fiber Optic,No,Electronic Check,3366.6,No
CUST13829,Female,0,25,Month-to-Month,65.43,DSL,Yes,Electronic Check,1635.75,No
CUST13830,Female,0,36,Two Year,52.16,Fiber Optic,Yes,Credit Card,1877.76,No
CUST13831,Female,1,33,Month-to-Month,80.44,DSL,No,Mailed Check,2654.52,Yes
CUST13832,Female,1,3,Month-to-Month,84.31,DSL,Yes,Mailed Check,252.93,Yes
CUST13833,Female,0,11,Month-to-Month,56.6,Fiber Optic,No,Mailed Check,622.6,Yes
CUST13834,Male,0,58,Month-to-Month,71.17,Fiber Optic,No,Mailed Check,4127.86,Yes
CUST13835,Female,0,64,Month-to-Month,85.95,Fiber Optic,No,Bank Transfer,5500.8,Yes
CUST13836,Male,0,18,Month-to-Month,20.0,Fiber Optic,Yes,Credit Card,360.0,No
CUST13837,Female,0,47,One Year,83.26,DSL,No,Credit Card,3913.22,No
CUST13838,Male,0,44,Month-to-Month,50.75,Fiber Optic,No,Bank Transfer,2233.0,Yes
CUST13839,Female,0,59,Month-to-Month,20.0,No,Yes,Credit Card,1180.0,No
CUST13840,Female,1,50,One Year,58.25,DSL,No,Mailed Check,2912.5,Yes
CUST13841,Male,0,69,Month-to-Month,39.77,Fiber Optic,Yes,Bank Transfer,2744.13,Yes
CUST13842,Male,0,29,Month-to-Month,55.92,Fiber Optic,No,Bank Transfer,1621.68,Yes
CUST13843,Female,0,67,Month-to-Month,84.01,DSL,No,Electronic Check,5628.67,Yes
CUST13844,Female,0,2,Month-to-Month,95.51,Fiber Optic,Yes,Bank Transfer,191.02,No
CUST13845,Female,0,25,Two Year,108.69,Fiber Optic,No,Electronic Check,2717.25,Yes
CUST13846,Female,0,19,Month-to-Month,110.52,DSL,Yes,Bank Transfer,2099.88,No
CUST13847,Female,0,40,One Year,38.9,DSL,No,Credit Card,1556.0,No
CUST13848,Male,0,2,Month-to-Month,106.3,No,No,Electronic Check,212.6,No
CUST13849,Male,1,65,Month-to-Month,33.3,DSL,Yes,Electronic Check,2164.5,No
CUST13850,Female,0,62,One Year,101.74,Fiber Optic,Yes,Electronic Check,6307.88,No
CUST13851,Male,0,54,Month-to-Month,87.13,Fiber Optic,No,Electronic Check,4705.02,Yes
CUST13852,Male,0,45,One Year,75.12,DSL,No,Mailed Check,3380.4,Yes
CUST13853,Male,0,49,Month-to-Month,43.41,No,No,Bank Transfer,2127.09,No
CUST13854,Female,0,69,Month-to-Month,105.93,Fiber Optic,No,Mailed Check,7309.17,No
CUST13855,Male,0,38,One Year,39.77,Fiber Optic,No,Credit Card,1511.26,No
CUST13856,Female,1,4,Month-to-Month,69.32,Fiber Optic,No,Bank Transfer,277.28,Yes
CUST13857,Male,1,17,One Year,72.04,No,No,Mailed Check,1224.68,Yes
CUST13858,Female,0,53,Month-to-Month,20.0,No,No,Bank Transfer,1060.0,Yes
CUST13859,Male,1,53,One Year,74.47,DSL,No,Mailed Check,3946.91,No
CUST13860,Female,0,31,Month-to-Month,37.14,Fiber Optic,Yes,Credit Card,1151.34,Yes
CUST13861,Female,0,22,One Year,113.22,DSL,No,Mailed Check,2490.84,No
CUST13862,Male,0,11,Two Year,151.12,DSL,No,Credit Card,1662.32,Yes
CUST13863,Female,1,34,Month-to-Month,47.99,DSL,No,Electronic Check,1631.66,No
CUST13864,Female,0,15,Month-to-Month,58.21,Fiber Optic,No,Mailed Check,873.15,No
CUST13865,Female,0,10,Two Year,74.99,No,No,Electronic Check,749.9,No
CUST13866,Female,0,53,Month-to-Month,20.0,Fiber Optic,No,Credit Card,1060.0,Yes
CUST13867,Female,0,48,One Year,119.3,Fiber Optic,Yes,Electronic Check,5726.4,No
CUST13868,Female,0,31,Two Year,60.44,Fiber Optic,No,Mailed Check,1873.64,Yes
CUST13869,Female,1,37,One Year,58.01,No,No,Bank Transfer,2146.37,No
CUST13870,Female,0,28,Month-to-Month,90.69,Fiber Optic,No,Mailed Check,2539.32,No
CUST13871,Male,0,31,Month-to-Month,72.55,No,Yes,Electronic Check,2249.05,No
CUST13872,Male,0,70,Month-to-Month,74.93,DSL,Yes,Electronic Check,5245.1,No
CUST13873,Female,0,14,Month-to-Month,95.31,DSL,No,Mailed Check,1334.34,No
CUST13874,Female,0,16,Month-to-Month,66.25,DSL,No,Mailed Check,1060.0,Yes
CUST13875,Male,0,25,One Year,36.3,DSL,No,Mailed Check,907.5,No
CUST13876,Male,0,39,Month-to-Month,106.72,Fiber Optic,No,Mailed Check,4162.08,Yes
CUST13877,Male,0,66,Two Year,52.44,No,Yes,Credit Card,3461.04,No
CUST13878,Female,0,38,One Year,54.08,Fiber Optic,No,Bank Transfer,2055.04,No
CUST13879,Male,0,41,Two Year,76.92,Fiber Optic,No,Electronic Check,3153.72,No
CUST13880,Female,0,40,Month-to-Month,30.82,DSL,No,Credit Card,1232.8,Yes
CUST13881,Female,0,64,Month-to-Month,77.18,Fiber Optic,Yes,Mailed Check,4939.52,Yes
CUST13882,Male,1,16,Month-to-Month,98.43,DSL,No,Mailed Check,1574.88,Yes
CUST13883,Female,0,59,Month-to-Month,117.4,Fiber Optic,No,Credit Card,6926.6,No
CUST13884,Female,0,11,One Year,92.2,Fiber Optic,Yes,Mailed Check,1014.2,Yes
CUST13885,Female,0,1,One Year,102.19,Fiber Optic,No,Electronic Check,102.19,No
CUST13886,Female,0,13,Month-to-Month,50.81,Fiber Optic,No,Electronic Check,660.53,Yes
CUST13887,Male,1,30,Month-to-Month,94.76,Fiber Optic,No,Electronic Check,2842.8,No
CUST13888,Male,0,69,Month-to-Month,64.27,DSL,No,Credit Card,4434.63,No
CUST13889,Female,0,18,One Year,104.78,Fiber Optic,No,Mailed Check,1886.04,No
CUST13890,Female,0,13,Two Year,73.08,No,Yes,Credit Card,950.04,No
CUST13891,Male,0,32,Month-to-Month,102.33,No,No,Electronic Check,3274.56,Yes
CUST13892,Female,0,71,Month-to-Month,74.84,DSL,Yes,Credit Card,5313.64,No
CUST13893,Male,0,50,Two Year,46.98,Fiber Optic,Yes,Mailed Check,2349.0,No
CUST13894,Female,0,71,Month-to-Month,71.19,DSL,No,Mailed Check,5054.49,No
CUST13895,Female,0,31,One Year,60.08,DSL,No,Bank Transfer,1862.48,No
CUST13896,Male,0,51,Month-to-Month,108.92,Fiber Optic,Yes,Bank Transfer,5554.92,Yes
CUST13897,Male,1,27,Month-to-Month,29.32,Fiber Optic,No,Bank Transfer,791.64,Yes
CUST13898,Male,0,60,Month-to-Month,20.0,Fiber Optic,No,Electronic Check,1200.0,Yes
CUST13899,Male,0,33,One Year,78.77,DSL,No,Bank Transfer,2599.41,No
CUST13900,Female,0,53,Month-to-Month,60.3,No,Yes,Electronic Check,3195.9,Yes
CUST13901,Male,0,33,Month-to-Month,35.63,Fiber Optic,Yes,Credit Card,1175.79,Yes
CUST13902,Female,0,41,Month-to-Month,68.94,Fiber Optic,No,Mailed Check,2826.54,Yes
CUST13903,Male,0,19,Month-to-Month,77.99,Fiber Optic,No,Credit Card,1481.81,No
CUST13904,Male,0,41,Two Year,106.86,No,Yes,Bank Transfer,4381.26,No
CUST13905,Female,0,42,One Year,20.0,No,No,Bank Transfer,840.0,No
CUST13906,Male,0,23,Month-to-Month,75.56,Fiber Optic,No,Electronic Check,1737.88,Yes
CUST13907,Male,1,33,Two Year,119.24,Fiber Optic,Yes,Electronic Check,3934.92,No
CUST13908,Male,0,20,Month-to-Month,117.82,Fiber Optic,No,Credit Card,2356.4,Yes
CUST13909,Male,0,25,Month-to-Month,72.77,DSL,No,Credit Card,1819.25,Yes
CUST13910,Female,0,52,One Year,52.27,DSL,Yes,Bank Transfer,2718.04,No
CUST13911,Female,0,12,Month-to-Month,61.91,Fiber Optic,Yes,Electronic Check,742.92,Yes
CUST13912,Male,0,32,Month-to-Month,40.46,Fiber Optic,No,Electronic Check,1294.72,Yes
CUST13913,Male,0,33,Month-to-Month,56.76,DSL,No,Credit Card,1873.08,No
CUST13914,Male,0,68,One Year,72.35,Fiber Optic,Yes,Electronic Check,4919.8,No
CUST13915,Female,0,15,Month-to-Month,84.12,Fiber Optic,No,Credit Card,1261.8,Yes
CUST13916,Female,0,51,Month-to-Month,95.6,Fiber Optic,Yes,Mailed Check,4875.6,Yes
CUST13917,Female,0,6,One Year,66.68,No,No,Bank Transfer,400.08,Yes
CUST13918,Female,0,69,One Year,64.46,DSL,Yes,Electronic Check,4447.74,No
CUST13919,Male,0,69,One Year,96.29,Fiber Optic,No,Electronic Check,6644.01,Yes
CUST13920,Male,0,35,Month-to-Month,59.71,Fiber Optic,No,Mailed Check,2089.85,Yes
CUST13921,Male,0,34,Month-to-Month,90.96,DSL,No,Mailed Check,3092.64,Yes
CUST13922,Female,0,63,Month-to-Month,20.44,Fiber Optic,No,Mailed Check,1287.72,No
CUST13923,Male,0,68,One Year,84.01,Fiber Optic,No,Credit Card,5712.68,Yes
CUST13924,Female,0,18,One Year,133.4,Fiber Optic,No,Credit Card,2401.2,Yes
CUST13925,Female,0,26,Two Year,42.21,Fiber Optic,No,Mailed Check,1097.46,Yes
CUST13926,Male,0,61,Month-to-Month,112.99,No,No,Bank Transfer,6892.39,Yes
CUST13927,Male,0,48,Month-to-Month,90.82,No,No,Bank Transfer,4359.36,Yes
CUST13928,Male,0,31,Month-to-Month,96.24,No,No,Electronic Check,2983.44,Yes
CUST13929,Female,0,34,Month-to-Month,90.09,No,No,Credit Card,3063.06,Yes
CUST13930,Female,0,7,Month-to-Month,50.94,DSL,Yes,Bank Transfer,356.58,Yes
CUST13931,Male,0,7,Two Year,30.9,Fiber Optic,Yes,Electronic Check,216.3,No
CUST13932,Male,0,47,Month-to-Month,84.23,No,No,Bank Transfer,3958.81,Yes
CUST13933,Female,0,8,Month-to-Month,66.32,Fiber Optic,No,Credit Card,530.56,Yes
CUST13934,Male,0,1,One Year,28.24,Fiber Optic,No,Bank Transfer,28.24,Yes
CUST13935,Female,1,3,Month-to-Month,56.38,Fiber Optic,No,Bank Transfer,169.14,Yes
CUST13936,Female,0,53,One Year,38.38,DSL,No,Credit Card,2034.14,Yes
CUST13937,Male,0,38,One Year,127.53,Fiber Optic,Yes,Electronic Check,4846.14,No
CUST13938,Male,0,51,Month-to-Month,95.25,Fiber Optic,Yes,Electronic Check,4857.75,Yes
CUST13939,Male,0,15,One Year,40.66,Fiber Optic,No,Mailed Check,609.9,Yes
CUST13940,Male,0,67,Month-to-Month,85.04,Fiber Optic,Yes,Electronic Check,5697.68,No
CUST13941,Female,0,64,Month-to-Month,35.25,No,No,Mailed Check,2256.0,Yes
CUST13942,Female,0,68,Month-to-Month,20.0,DSL,Yes,Credit Card,1360.0,No
CUST13943,Female,0,5,Month-to-Month,49.05,Fiber Optic,No,Electronic Check,245.25,Yes
CUST13944,Male,0,10,Month-to-Month,65.48,Fiber Optic,Yes,Credit Card,654.8,Yes
CUST13945,Female,0,8,Month-to-Month,81.48,Fiber Optic,Yes,Electronic Check,651.84,Yes
CUST13946,Male,0,12,Month-to-Month,96.1,Fiber Optic,Yes,Bank Transfer,1153.2,No
CUST13947,Male,0,64,Month-to-Month,59.26,No,No,Electronic Check,3792.64,Yes
CUST13948,Male,0,59,One Year,90.21,Fiber Optic,Yes,Bank Transfer,5322.39,No
CUST13949,Male,0,67,Two Year,22.07,DSL,Yes,Electronic Check,1478.69,No
CUST13950,Male,0,50,One Year,113.98,Fiber Optic,No,Credit Card,5699.0,No
CUST13951,Male,0,23,Month-to-Month,23.12,DSL,Yes,Mailed Check,531.76,No
CUST13952,Female,0,40,One Year,55.18,DSL,Yes,Electronic Check,2207.2,No
CUST13953,Male,0,18,One Year,48.87,DSL,No,Credit Card,879.66,No
CUST13954,Female,1,21,Month-to-Month,26.88,Fiber Optic,No,Bank Transfer,564.48,Yes
CUST13955,Female,1,1,Month-to-Month,79.93,DSL,No,Bank Transfer,79.93,Yes
CUST13956,Male,0,38,One Year,121.21,DSL,No,Bank Transfer,4605.98,No
CUST13957,Male,0,41,One Year,20.0,Fiber Optic,No,Bank Transfer,820.0,Yes
CUST13958,Male,0,42,Two Year,20.0,Fiber Optic,Yes,Credit Card,840.0,No
CUST13959,Female,0,9,One Year,43.76,Fiber Optic,No,Electronic Check,393.84,No
CUST13960,Male,0,23,Two Year,62.94,No,No,Bank Transfer,1447.62,No
CUST13961,Female,0,11,Month-to-Month,93.0,Fiber Optic,No,Bank Transfer,1023.0,Yes
CUST13962,Male,1,71,Month-to-Month,55.6,Fiber Optic,No,Electronic Check,3947.6,Yes
CUST13963,Male,0,31,Two Year,20.0,DSL,No,Credit Card,620.0,No
CUST13964,Female,0,26,Month-to-Month,108.49,Fiber Optic,No,Bank Transfer,2820.74,No
CUST13965,Female,0,30,Month-to-Month,42.56,Fiber Optic,No,Mailed Check,1276.8,No
CUST13966,Male,0,34,Month-to-Month,88.92,DSL,Yes,Credit Card,3023.28,No
CUST13967,Female,0,46,One Year,35.85,Fiber Optic,Yes,Mailed Check,1649.1,No
CUST13968,Female,0,69,Month-to-Month,64.5,Fiber Optic,Yes,Credit Card,4450.5,Yes
